OrderID,BookID,Price
150,14245,810
151,6083,857
152,8086,724
153,14432,39
154,10981,306
155,4507,1234
156,19359,221
157,12974,107
158,16019,1031
159,6985,912
160,19708,1263
161,1466,1578
162,6866,1926
163,15055,1298
164,16251,560
165,7455,816
166,10705,146
167,11815,395
168,11591,848
169,9360,1085
170,6000,648
171,12829,1708
172,9737,1475
173,5949,1733
174,647,544
175,3335,498
176,18800,884
177,4820,666
178,11968,1266
179,6537,602
180,15935,1352
181,10631,990
182,15528,1157
183,3650,690
184,9902,44
185,92,1126
186,7194,1778
187,3740,831
188,18180,1625
189,13233,477
190,2780,579
191,17116,364
192,12510,245
193,15077,1139
194,2898,1261
195,17407,662
196,6190,1123
197,18296,397
198,13150,1293
199,262,1473
200,19031,330
201,2035,966
202,17205,1706
203,7954,1975
204,6598,366
205,4463,1944
206,16823,1831
207,2454,1440
208,10243,1075
209,4022,37
210,2272,842
211,17224,123
212,1355,658
213,18170,263
214,18189,1767
215,11084,152
216,12082,665
217,15796,49
218,7677,892
219,6420,177
220,6924,457
221,17356,729
222,16653,1649
223,10927,1017
224,11265,319
225,17844,1311
226,2639,1237
227,7945,34
228,11222,460
229,172,1809
230,19394,1331
231,16097,1415
232,12656,696
233,14692,292
234,10280,1574
235,2196,1176
236,2837,509
237,9223,1847
238,3907,170
239,995,69
240,14363,1166
241,7759,571
242,14643,1491
243,10342,1353
244,6936,368
245,18364,55
246,3372,1294
247,820,1242
248,4445,1339
249,899,1247
250,13845,861
251,17969,203
252,10482,1626
253,14881,683
254,1641,156
255,4399,209
256,997,1015
257,10483,181
258,4041,1537
259,12777,1132
260,12393,1131
261,9282,883
262,5418,699
263,448,689
264,16541,352
265,10333,347
266,10771,1019
267,14815,387
268,7703,540
269,15425,919
270,723,1444
271,16099,622
272,12524,412
273,17720,1733
274,5450,1147
275,3492,748
276,6946,690
277,10163,1171
278,7532,923
279,15458,274
280,5859,86
281,13268,1059
282,10326,758
283,338,425
284,14057,1818
285,16949,1622
286,11287,752
287,1600,1600
288,12957,693
289,13234,335
290,10327,1977
291,18978,1790
292,12488,692
293,8901,991
294,4893,101
295,9804,1429
296,17892,907
297,15595,1542
298,18237,194
299,1458,400
300,19081,718
301,13285,1619
302,2459,419
303,17891,534
304,8524,118
305,2723,1080
306,18870,25
307,17028,626
308,5478,583
309,2277,1195
310,5029,732
311,15689,874
312,6366,439
313,1500,1333
314,6041,1152
315,11530,1672
316,19637,1817
317,10756,617
318,14376,92
319,8023,1982
320,15837,876
321,13159,1889
322,8382,1739
323,19274,195
324,1625,1656
325,17330,118
326,12830,1062
327,16598,1618
328,18164,387
329,1222,148
330,13625,516
331,14740,43
332,5617,51
333,18830,621
334,10889,1321
335,13507,1563
336,4297,1488
337,8448,1965
338,5056,438
339,5488,1520
340,590,1432
341,881,1501
342,1504,1535
343,9708,1953
344,2910,439
345,11921,1438
346,3591,1844
347,12294,1977
348,410,1912
349,13588,1611
350,6965,1150
351,7100,78
352,9561,1568
353,10815,1538
354,14596,197
355,3875,1397
356,7372,1902
357,14538,1750
358,3902,262
359,11571,1110
360,8792,751
361,4426,1152
362,11845,1192
363,12791,1885
364,10547,1210
365,16969,1023
366,9975,1520
367,19796,1935
368,8512,1810
369,9168,1408
370,774,115
371,8669,952
372,6210,574
373,15347,1318
374,10926,1096
375,14906,1505
376,13102,1707
377,6040,1415
378,8013,127
379,17558,735
380,2263,1677
381,16997,1341
382,7478,1790
383,9904,1351
384,8749,1566
385,6270,1467
386,5883,196
387,5201,342
388,5222,750
389,9982,1835
390,4217,1864
391,14364,1919
392,5981,1748
393,14331,1667
394,6604,806
395,3925,1454
396,19419,1972
397,16109,1456
398,6251,719
399,10034,971
400,6590,430
401,12653,1387
402,9124,1767
403,9821,1753
404,15879,1119
405,5870,1422
406,4043,353
407,6554,1155
408,15775,501
409,12359,1280
410,10674,564
411,19754,869
412,17954,557
413,10988,1132
414,9798,1361
415,4719,1611
416,19363,1230
417,15673,48
418,11442,1385
419,17584,412
420,6637,406
421,6046,447
422,18685,464
423,18636,1229
424,12019,1331
425,15841,1358
426,3266,278
427,12601,1434
428,4037,553
429,5939,843
430,945,543
431,564,1090
432,3730,68
433,8007,1286
434,12315,1486
435,9769,1569
436,5552,171
437,17211,1699
438,13810,378
439,13108,1857
440,13378,739
441,7522,453
442,15961,1353
443,1255,689
444,11724,1750
445,19843,1839
446,291,653
447,13938,117
448,5477,662
449,7496,246
450,19589,394
451,3375,1766
452,10340,1815
453,4929,1761
454,4229,942
455,16385,318
456,16883,1439
457,7459,297
458,9855,779
459,1057,577
460,19071,1307
461,5855,646
462,14810,1996
463,9136,1253
464,17688,1195
465,9919,423
466,6248,1111
467,2035,966
468,16640,902
469,8407,1196
470,9109,383
471,17045,713
472,11212,1825
473,4583,1491
474,4119,1903
475,15157,139
476,17927,1295
477,7339,1370
478,5598,1188
479,7653,1993
480,18856,1187
481,3119,1143
482,19656,1028
483,14797,1227
484,18093,772
485,17833,1001
486,10129,1792
487,9200,324
488,2125,47
489,14852,1058
490,1959,815
491,3116,1744
492,10063,1514
493,6399,574
494,1638,33
495,1115,1714
496,9833,1899
497,17143,1407
498,4985,730
499,16558,861
500,1146,1224
501,389,1438
502,10552,1863
503,3365,1347
504,10143,751
505,9102,1457
506,15594,1468
507,5242,1930
508,15246,503
509,14564,1347
510,12353,1015
511,19973,356
512,5135,1546
513,2709,1788
514,17207,1546
515,5183,1369
516,8942,707
517,1810,1755
518,11796,1831
519,12425,1561
520,394,1788
521,921,602
522,2289,1311
523,18103,1700
524,3491,1245
525,3649,58
526,6744,117
527,19403,1830
528,6626,1719
529,11239,234
530,19130,1786
531,13426,540
532,2152,412
533,16216,369
534,10470,1001
535,1072,145
536,19357,1759
537,7109,1331
538,2954,452
539,6064,438
540,15659,585
541,5178,772
542,8622,524
543,11762,1375
544,18814,40
545,9796,495
546,5618,745
547,19232,1562
548,1497,1909
549,16209,180
550,17039,474
551,12317,525
552,7679,1107
553,2720,1327
554,19417,1851
555,12027,1472
556,10395,1405
557,18767,406
558,17324,1485
559,17167,1374
560,9584,1851
561,16143,322
562,2846,804
563,3155,1170
564,9551,1966
565,3253,104
566,2902,824
567,16252,589
568,5666,1331
569,13438,1644
570,4585,133
571,8184,1810
572,3030,39
573,19612,1749
574,14910,1035
575,14472,1461
576,17033,1827
577,410,1912
578,12864,930
579,12029,794
580,15767,1436
581,17556,949
582,5098,977
583,17426,991
584,5601,294
585,7538,663
586,16771,587
587,417,1226
588,7318,485
589,9916,1008
590,9955,931
591,15970,766
592,2844,109
593,7722,1912
594,12487,1061
595,20000,1172
596,15454,708
597,11163,602
598,18701,896
599,4882,1372
600,17150,1096
601,3598,87
602,13295,1860
603,8886,65
604,1946,1384
605,1585,1773
606,10916,466
607,11328,1576
608,460,214
609,3011,756
610,13835,1301
611,6601,723
612,2651,1595
613,5802,1523
614,10803,567
615,8809,1634
616,18072,1408
617,12407,437
618,16821,1570
619,17894,1005
620,3407,837
621,6394,332
622,1088,549
623,5538,1137
624,17832,357
625,11713,1544
626,10340,1815
627,15962,1883
628,6153,1763
629,12397,1060
630,16477,591
631,11177,911
632,2355,161
633,19235,847
634,9312,1979
635,13649,512
636,13228,1493
637,10107,1705
638,5468,217
639,16365,1252
640,16090,927
641,17122,131
642,4394,1902
643,5252,1162
644,12652,1437
645,16678,1678
646,2093,1461
647,10800,1941
648,18871,1843
649,12449,1090
650,8020,1522
651,45,1893
652,894,1526
653,7470,53
654,4125,452
655,8972,1541
656,12892,241
657,11079,1534
658,9504,785
659,11365,624
660,17700,1283
661,16465,650
662,10908,535
663,15267,1196
664,19627,898
665,6472,891
666,3143,326
667,6111,1891
668,5514,1691
669,13907,1866
670,13477,1043
671,7061,608
672,16081,921
673,8365,323
674,15521,502
675,4334,309
676,9208,864
677,14648,1589
678,15953,431
679,1220,187
680,5153,377
681,8797,1837
682,2293,1748
683,11636,556
684,17198,566
685,9136,1253
686,13896,476
687,11237,227
688,11893,1382
689,2966,1048
690,409,1474
691,1104,850
692,6350,1280
693,17594,823
694,10078,1353
695,12215,1102
696,7389,617
697,5648,982
698,11489,771
699,14749,1331
700,16259,161
701,338,425
702,996,315
703,11952,240
704,2686,802
705,17243,857
706,6383,1913
707,3915,1342
708,15861,1384
709,11973,969
710,4305,1933
711,14879,805
712,8411,286
713,8508,800
714,6572,275
715,16135,649
716,19999,1832
717,16669,1268
718,18064,911
719,1527,1517
720,9891,1258
721,18311,1951
722,14349,801
723,16397,1441
724,8927,1774
725,1101,843
726,8566,597
727,12911,1470
728,19241,1752
729,11318,1381
730,10107,1705
731,305,611
732,3385,1208
733,18920,1067
734,2982,27
735,10689,458
736,6770,1856
737,8492,313
738,15630,1268
739,13133,371
740,3692,1114
741,16907,586
742,12125,847
743,15931,683
744,6181,1110
745,12207,1601
746,14575,1239
747,3323,758
748,16724,1053
749,2622,1246
750,8246,1555
751,7900,771
752,9495,1909
753,19812,1589
754,10013,1661
755,291,653
756,14914,659
757,11637,710
758,9727,582
759,18770,1431
760,4285,1674
761,9014,1085
762,7829,213
763,3374,1808
764,19712,1398
765,13817,584
766,3984,742
767,6371,1677
768,11380,1362
769,15072,389
770,461,294
771,699,1293
772,7773,1116
773,10990,1141
774,8173,1122
775,10808,1561
776,8517,619
777,16030,361
778,10220,888
779,7448,178
780,15937,352
781,1237,1054
782,12352,1656
783,1356,1879
784,5001,456
785,19871,1753
786,19322,539
787,3606,966
788,8792,751
789,12467,741
790,18764,1655
791,2764,916
792,14020,871
793,17914,1386
794,19003,1661
795,14054,245
796,11187,658
797,14232,975
798,5811,135
799,12093,913
800,17153,804
801,13014,355
802,9411,541
803,7157,1345
804,12280,932
805,16564,1317
806,17713,313
807,14513,214
808,8816,503
809,13345,1600
810,17369,1876
811,11720,637
812,3254,1793
813,16037,579
814,15883,148
815,8537,307
816,13407,220
817,13039,1631
818,2476,1448
819,16404,1701
820,8726,1774
821,16952,390
822,14841,747
823,16758,926
824,9602,1630
825,8750,368
826,14063,1941
827,16494,856
828,15300,644
829,9818,1203
830,16745,1881
831,12434,1738
832,17809,1846
833,10925,367
834,13405,376
835,7074,1866
836,2037,227
837,1422,604
838,16863,1159
839,3205,935
840,1413,490
841,16106,1415
842,19352,1294
843,1462,750
844,11789,1921
845,351,1375
846,15604,1961
847,7645,477
848,9805,1134
849,3736,360
850,7844,1217
851,3758,1368
852,6360,448
853,14321,1189
854,16694,1527
855,8330,401
856,15682,1924
857,12053,863
858,7727,1855
859,11326,463
860,8260,1249
861,17786,993
862,13027,1349
863,17799,1223
864,4956,1324
865,11263,1335
866,7996,1946
867,17675,957
868,12814,1628
869,13612,717
870,18987,1510
871,11502,1483
872,15481,1137
873,9816,1798
874,16582,1590
875,8759,1089
876,13344,454
877,4635,568
878,17670,1762
879,2710,723
880,11878,1454
881,8429,488
882,19843,1839
883,19161,831
884,7980,1110
885,7501,713
886,14330,901
887,1566,1781
888,9147,1378
889,17086,394
890,9771,1060
891,1927,1338
892,13944,526
893,5775,1573
894,5520,77
895,5605,81
896,3004,427
897,4826,1373
898,18781,1212
899,11771,156
900,9782,418
901,3080,464
902,5133,733
903,976,81
904,125,973
905,13719,1716
906,16435,1707
907,16534,1364
908,7383,241
909,12552,1604
910,2737,458
911,14475,44
912,11029,571
913,17858,268
914,12609,1994
915,10343,1671
916,10174,151
917,4512,844
918,1507,989
919,1391,308
920,16166,1142
921,1657,1487
922,5256,808
923,19365,289
924,5232,729
925,9265,767
926,5902,1144
927,3598,87
928,12154,1313
929,5381,502
930,617,957
931,19487,554
932,2917,336
933,2478,287
934,14824,572
935,15873,1022
936,14765,1811
937,19174,731
938,13511,165
939,6877,1477
940,2317,623
941,7805,667
942,1229,259
943,8978,641
944,3448,996
945,5581,1171
946,9685,918
947,12370,527
948,12910,501
949,5583,1042
950,14077,1338
951,3160,1405
952,7735,414
953,7707,1895
954,2086,741
955,10672,1816
956,4010,1518
957,9545,422
958,3032,971
959,2640,311
960,3517,1921
961,5908,1829
962,14857,127
963,11710,857
964,7380,484
965,11037,1141
966,12068,1988
967,12171,213
968,17677,735
969,14107,180
970,7522,453
971,6923,690
972,7199,1176
973,18143,695
974,14647,863
975,7479,1692
976,11182,421
977,13894,1094
978,18705,1154
979,12611,189
980,1577,861
981,13013,1786
982,5820,471
983,9937,1743
984,1841,502
985,11745,1494
986,11862,37
987,8652,114
988,11076,1600
989,4387,1756
990,11380,1362
991,974,1881
992,20000,1172
993,7570,588
994,4028,1663
995,19944,1870
996,16238,176
997,9514,1283
998,14934,1315
999,7980,1110
1000,17156,1184
1001,19059,760
1002,14948,560
1003,1387,1906
1004,16930,1065
1005,1074,1859
1006,6982,893
1007,10829,295
1008,665,1556
1009,8264,804
1010,4226,725
1011,11676,1842
1012,14036,1841
1013,16314,1826
1014,18003,939
1015,8876,963
1016,14426,104
1017,4348,1575
1018,891,1870
1019,19824,1979
1020,648,422
1021,8351,268
1022,3927,1920
1023,7075,1165
1024,1283,1978
1025,5724,1105
1026,10948,43
1027,10993,263
1028,19481,672
1029,240,1897
1030,3529,1012
1031,12612,1975
1032,18040,665
1033,10652,1726
1034,2387,1538
1035,2551,1727
1036,19276,166
1037,5414,1722
1038,893,190
1039,17616,1780
1040,8438,520
1041,10361,1022
1042,19136,1709
1043,2392,1608
1044,5146,1661
1045,9382,229
1046,14565,471
1047,14577,1566
1048,9886,471
1049,4134,1936
1050,18126,598
1051,18025,114
1052,376,386
1053,16260,675
1054,3375,1766
1055,1700,746
1056,12866,771
1057,3176,1219
1058,15016,1245
1059,3975,790
1060,13379,338
1061,4356,932
1062,10990,1141
1063,2411,368
1064,14141,256
1065,18452,122
1066,12092,898
1067,13908,1851
1068,824,1731
1069,8440,1693
1070,19503,60
1071,16288,236
1072,6757,484
1073,18397,537
1074,12802,1065
1075,3062,1386
1076,19938,80
1077,7461,282
1078,16445,1897
1079,6358,288
1080,12301,1896
1081,11845,1192
1082,19216,1961
1083,1149,921
1084,18100,1316
1085,8575,363
1086,5100,126
1087,3690,1585
1088,19915,1148
1089,10359,1971
1090,11851,1745
1091,17511,1234
1092,9092,1361
1093,307,1846
1094,1073,34
1095,18949,1154
1096,119,282
1097,13667,1085
1098,4559,1266
1099,11465,606
1100,13276,129
1101,14478,1717
1102,16680,825
1103,3921,1973
1104,354,1824
1105,3339,1219
1106,14563,358
1107,1034,416
1108,16563,1865
1109,5190,91
1110,1932,897
1111,3351,754
1112,13664,573
1113,14924,1825
1114,3554,676
1115,15675,420
1116,9651,144
1117,19608,1254
1118,19285,583
1119,11113,235
1120,19156,881
1121,5418,699
1122,3357,1664
1123,6487,1524
1124,18356,1228
1125,999,1115
1126,13963,1936
1127,11094,846
1128,11795,1147
1129,878,1371
1130,120,1362
1131,10230,440
1132,4531,227
1133,5839,1425
1134,261,301
1135,6589,1398
1136,4918,1148
1137,388,517
1138,16535,1738
1139,8004,1954
1140,4103,1007
1141,14623,270
1142,17719,545
1143,5764,1007
1144,12297,1958
1145,5173,1491
1146,14813,760
1147,16139,81
1148,12136,818
1149,14106,1935
1150,3629,696
1151,19765,776
1152,17079,1190
1153,14572,167
1154,4866,153
1155,14217,1329
1156,15126,1051
1157,2794,250
1158,19556,1053
1159,14376,92
1160,5756,97
1161,11874,979
1162,16577,1192
1163,14443,1867
1164,18375,632
1165,12940,1373
1166,2147,913
1167,3832,1458
1168,14907,585
1169,12807,1464
1170,17648,1174
1171,1335,614
1172,5753,308
1173,19532,1574
1174,6850,1097
1175,13114,1063
1176,12065,1659
1177,17657,776
1178,10072,632
1179,3944,79
1180,17680,1545
1181,11952,240
1182,16261,1544
1183,908,1770
1184,4014,1423
1185,19829,253
1186,17019,1754
1187,8511,1206
1188,10946,1912
1189,18027,939
1190,772,64
1191,7310,334
1192,4750,152
1193,1176,1591
1194,3060,877
1195,17890,284
1196,17276,1613
1197,7001,1588
1198,8279,1950
1199,15020,1964
1200,549,992
1201,7723,576
1202,17939,1304
1203,4003,1108
1204,4903,1855
1205,17685,1593
1206,3253,104
1207,19620,700
1208,14545,1975
1209,243,846
1210,13059,1877
1211,1343,233
1212,7842,419
1213,1508,80
1214,1376,534
1215,17094,1780
1216,12353,1015
1217,6838,1578
1218,18100,1316
1219,15141,1003
1220,6357,1613
1221,8757,1164
1222,6972,698
1223,8156,535
1224,15987,349
1225,18120,1644
1226,9856,1529
1227,19543,202
1228,14345,1294
1229,19992,1057
1230,12841,1826
1231,4967,669
1232,19160,1623
1233,16659,1646
1234,8977,606
1235,8503,292
1236,2868,1855
1237,15180,841
1238,19148,1335
1239,8447,1927
1240,6601,723
1241,16989,135
1242,15942,807
1243,4692,1809
1244,1797,531
1245,7571,1687
1246,173,1614
1247,14778,1698
1248,792,827
1249,939,880
1250,17453,1714
1251,13380,771
1252,8066,1658
1253,3137,825
1254,10913,52
1255,17568,132
1256,10684,489
1257,19048,1381
1258,11583,1931
1259,3409,1436
1260,15926,263
1261,7505,881
1262,5404,980
1263,19980,28
1264,17116,364
1265,801,1238
1266,18039,1883
1267,10213,1588
1268,9251,951
1269,1000,493
1270,11647,802
1271,11044,946
1272,18613,273
1273,19077,1434
1274,10845,604
1275,17154,1364
1276,11488,800
1277,12538,1513
1278,13117,1929
1279,8895,1076
1280,6050,1404
1281,6671,177
1282,13001,313
1283,18315,370
1284,10360,1882
1285,573,429
1286,2448,253
1287,5212,1931
1288,4867,122
1289,6657,216
1290,210,1894
1291,4075,896
1292,14536,504
1293,6207,1546
1294,16832,1738
1295,5417,387
1296,8667,1214
1297,16851,1055
1298,13192,1103
1299,2223,571
1300,4061,1999
1301,12306,1652
1302,18337,1558
1303,5299,266
1304,17684,787
1305,9283,1526
1306,3179,265
1307,8587,371
1308,2284,917
1309,18440,501
1310,17875,1040
1311,8400,356
1312,18889,414
1313,4891,320
1314,4122,322
1315,5544,87
1316,4859,514
1317,15716,846
1318,889,583
1319,5334,1557
1320,1571,1361
1321,14044,1527
1322,8560,1127
1323,6210,574
1324,18149,803
1325,9676,1852
1326,15378,1451
1327,10066,525
1328,270,1866
1329,16750,635
1330,3179,265
1331,11151,700
1332,14271,316
1333,4195,158
1334,16560,977
1335,3979,21
1336,19048,1381
1337,17763,1184
1338,12069,543
1339,18466,1945
1340,7802,693
1341,3003,960
1342,18869,1568
1343,268,1904
1344,12665,1374
1345,17625,1684
1346,11361,897
1347,10305,492
1348,18618,98
1349,11579,1981
1350,15081,1581
1351,8576,1618
1352,12743,25
1353,18140,1557
1354,19012,1931
1355,5281,603
1356,6626,1719
1357,18095,996
1358,19634,772
1359,16066,90
1360,12407,437
1361,16940,1486
1362,528,1356
1363,5669,1875
1364,14154,694
1365,17679,746
1366,5370,1470
1367,1272,1935
1368,12387,605
1369,7173,869
1370,10084,216
1371,9825,1095
1372,16942,612
1373,19201,1886
1374,8373,1570
1375,3957,237
1376,19653,1280
1377,8828,1946
1378,19500,1244
1379,17206,306
1380,16024,165
1381,11221,865
1382,17376,1812
1383,11047,1935
1384,6636,1514
1385,4737,639
1386,713,1200
1387,7106,1388
1388,14703,251
1389,18576,472
1390,5608,775
1391,14017,966
1392,12192,725
1393,1042,1245
1394,16000,1411
1395,11501,576
1396,17255,1118
1397,17015,1748
1398,724,1727
1399,8687,1895
1400,14682,1504
1401,10631,990
1402,5360,29
1403,1937,439
1404,3652,505
1405,4795,1555
1406,13582,179
1407,15457,1689
1408,9373,536
1409,155,265
1410,1351,442
1411,13528,699
1412,9149,1354
1413,3842,1194
1414,4117,1883
1415,15200,1461
1416,15155,817
1417,14154,694
1418,4051,1316
1419,10936,510
1420,15267,1196
1421,14505,839
1422,18693,628
1423,19674,1250
1424,12657,340
1425,2921,1943
1426,5063,410
1427,8564,1316
1428,9205,892
1429,6884,477
1430,19765,776
1431,6595,1445
1432,5833,526
1433,15899,69
1434,10131,413
1435,2325,611
1436,13153,546
1437,8850,167
1438,14415,1702
1439,18381,215
1440,10244,22
1441,6843,1829
1442,15470,1684
1443,4346,243
1444,3234,873
1445,18847,1411
1446,8381,1847
1447,10412,352
1448,16773,133
1449,18752,1325
1450,12921,1797
1451,3483,34
1452,15852,444
1453,18236,1109
1454,4479,676
1455,7097,407
1456,17758,585
1457,1439,385
1458,3752,776
1459,19611,1743
1460,15263,1746
1461,16645,329
1462,9407,1902
1463,8994,1045
1464,118,379
1465,16295,655
1466,455,1509
1467,16386,1288
1468,18178,659
1469,46,365
1470,17582,1548
1471,1709,178
1472,13730,309
1473,2091,312
1474,1882,767
1475,299,454
1476,1893,416
1477,8878,731
1478,18796,1688
1479,4966,837
1480,19737,826
1481,11277,724
1482,15852,444
1483,12850,863
1484,3674,394
1485,15353,907
1486,9720,1369
1487,3808,162
1488,18008,1750
1489,19288,1675
1490,14742,1365
1491,2709,1788
1492,5673,788
1493,1377,1609
1494,19604,542
1495,9532,1363
1496,1825,508
1497,10100,694
1498,5679,911
1499,1501,1667
1500,9432,1610
1501,9722,1810
1502,4468,31
1503,7188,1666
1504,17979,1778
1505,3903,815
1506,3845,767
1507,11304,163
1508,7070,1130
1509,16223,1338
1510,19939,1577
1511,13333,260
1512,3650,690
1513,255,1091
1514,10033,816
1515,5221,1929
1516,10646,891
1517,17510,478
1518,7692,808
1519,6186,1279
1520,1672,900
1521,8903,1801
1522,14887,813
1523,1188,885
1524,11393,580
1525,6540,399
1526,1602,791
1527,15172,1384
1528,12307,727
1529,5842,1463
1530,701,959
1531,17550,902
1532,11766,678
1533,16765,1162
1534,11127,1491
1535,3213,1536
1536,18491,1443
1537,1234,1497
1538,6357,1613
1539,14641,568
1540,13761,511
1541,1291,147
1542,16937,1723
1543,2252,1893
1544,5318,681
1545,10684,489
1546,17971,742
1547,14747,1773
1548,9831,62
1549,13514,1810
1550,3429,1348
1551,722,29
1552,18735,1310
1553,2859,1245
1554,4875,1960
1555,7969,357
1556,16297,572
1557,5175,1476
1558,13482,837
1559,8780,454
1560,18279,122
1561,4918,1148
1562,16554,1555
1563,9415,1025
1564,12212,720
1565,1735,1238
1566,9703,1147
1567,11106,862
1568,4639,1059
1569,19858,1948
1570,1826,1244
1571,16306,1613
1572,16732,434
1573,2291,1975
1574,18105,1396
1575,6134,1897
1576,3765,1365
1577,14916,110
1578,7712,56
1579,5956,586
1580,2300,1824
1581,1872,631
1582,10592,53
1583,4237,1602
1584,8544,708
1585,17309,712
1586,8238,1980
1587,7504,1916
1588,2600,1489
1589,2387,1538
1590,9292,1103
1591,10617,958
1592,17983,1310
1593,3998,32
1594,14009,1110
1595,4939,1024
1596,19555,937
1597,10226,386
1598,19432,1766
1599,4711,942
1600,4475,1429
1601,16574,29
1602,9676,1852
1603,19569,416
1604,11503,1664
1605,11944,692
1606,17854,1372
1607,17293,454
1608,10483,181
1609,18971,840
1610,4505,1545
1611,18994,1071
1612,16635,577
1613,8905,267
1614,13386,1276
1615,12181,655
1616,1590,1203
1617,19889,900
1618,11537,353
1619,3846,418
1620,7940,1967
1621,12792,326
1622,2422,1927
1623,10665,1883
1624,2026,452
1625,11195,507
1626,18208,1826
1627,13784,263
1628,2537,657
1629,7673,522
1630,6548,1888
1631,18319,567
1632,15798,1673
1633,15392,427
1634,3171,1992
1635,12014,33
1636,4540,251
1637,15644,533
1638,7333,1824
1639,16935,711
1640,19035,1458
1641,18105,1396
1642,11094,846
1643,10867,900
1644,16764,1035
1645,6464,1283
1646,15063,1732
1647,12233,272
1648,7023,1396
1649,1517,1149
1650,14269,1816
1651,15305,1845
1652,1159,1909
1653,16514,1124
1654,11843,997
1655,12083,1832
1656,16052,139
1657,19264,1260
1658,11565,1391
1659,11812,481
1660,5343,519
1661,5312,448
1662,19941,1348
1663,13995,973
1664,15641,930
1665,11872,402
1666,4388,928
1667,13756,455
1668,17352,36
1669,8370,1956
1670,17166,1761
1671,2428,1000
1672,18186,50
1673,19282,1206
1674,2560,1408
1675,1584,982
1676,15818,406
1677,7773,1116
1678,2740,142
1679,6442,1501
1680,9949,83
1681,3395,1572
1682,2630,1581
1683,2465,489
1684,6551,1804
1685,18501,1231
1686,13832,537
1687,8160,66
1688,11201,136
1689,14622,187
1690,13666,567
1691,16261,1544
1692,19115,699
1693,11853,1704
1694,1779,1014
1695,5984,1563
1696,12944,1071
1697,5267,903
1698,2823,1567
1699,2145,103
1700,11308,578
1701,10998,1260
1702,1240,874
1703,5480,157
1704,13651,1451
1705,4864,1736
1706,8294,1761
1707,3960,651
1708,13765,1517
1709,5843,1205
1710,5601,294
1711,17299,1950
1712,14512,729
1713,17818,1233
1714,11640,988
1715,7363,454
1716,12653,1387
1717,16963,124
1718,17515,403
1719,10328,985
1720,4320,1528
1721,7805,667
1722,18495,149
1723,17877,1160
1724,3716,1112
1725,10680,1255
1726,3815,1754
1727,10391,1672
1728,6609,1348
1729,2503,1274
1730,13474,452
1731,6572,275
1732,17187,1023
1733,6384,457
1734,7826,42
1735,4989,1041
1736,19707,1763
1737,13470,235
1738,4356,932
1739,3326,1105
1740,8550,646
1741,14258,263
1742,6404,1129
1743,7027,363
1744,9985,186
1745,18625,1856
1746,9524,797
1747,11460,229
1748,9426,729
1749,1361,1373
1750,14392,1793
1751,14259,1351
1752,8279,1950
1753,8835,1865
1754,16233,601
1755,17733,82
1756,7814,1114
1757,1499,617
1758,14136,215
1759,2258,1123
1760,15565,737
1761,4032,1838
1762,8498,764
1763,10138,1552
1764,1781,540
1765,8391,736
1766,11427,1226
1767,14192,517
1768,17311,583
1769,9749,1438
1770,10988,1132
1771,5264,966
1772,209,232
1773,17309,712
1774,14524,892
1775,10595,664
