AuthorID,PublicationID,Title,Genre,PublicationYear,Price
37,8,BookNum444,Thriller,1800,1567
44,5,BookNum445,Thriller,1821,1826
34,18,BookNum446,Thriller,1819,1532
14,11,BookNum447,Children,1893,598
40,5,BookNum448,Historical,1990,689
21,18,BookNum449,Horror,1928,685
48,1,BookNum450,Comic,1936,576
29,5,BookNum451,Children,1823,1436
9,16,BookNum452,Thriller,1976,402
31,9,BookNum453,Horror,1975,1886
13,13,BookNum454,Mystery,2004,534
9,10,BookNum455,Mystery,1901,1509
34,2,BookNum456,Historical,1878,418
48,3,BookNum457,Western,1865,1171
23,4,BookNum458,Comic,1910,1088
13,6,BookNum459,Historical,1922,523
19,1,BookNum460,Children,1822,214
11,16,BookNum461,Historical,1905,294
12,6,BookNum462,Children,1935,1987
19,2,BookNum463,Horror,1994,1977
7,17,BookNum464,Western,1852,956
44,3,BookNum465,Fiction,1883,697
36,18,BookNum466,Western,1857,1244
12,15,BookNum467,Comic,1833,1921
46,15,BookNum468,Historical,1954,142
44,5,BookNum469,Historical,1847,670
44,4,BookNum470,Horror,1883,422
38,2,BookNum471,Comic,1977,1465
30,4,BookNum472,Comic,1829,1010
25,6,BookNum473,Fiction,1977,185
44,4,BookNum474,Thriller,1929,412
20,7,BookNum475,Western,1919,1308
17,4,BookNum476,Comic,1868,1848
1,14,BookNum477,Horror,1880,252
41,20,BookNum478,Fiction,1911,763
11,19,BookNum479,Mystery,1805,1331
7,19,BookNum480,Fiction,1946,1111
49,6,BookNum481,Fiction,1958,339
29,15,BookNum482,Children,2021,30
22,6,BookNum483,Children,1925,1065
37,1,BookNum484,Thriller,1963,830
25,12,BookNum485,Horror,1869,487
29,7,BookNum486,Horror,2001,1491
29,2,BookNum487,Western,1920,1548
3,17,BookNum488,Historical,1928,1056
16,20,BookNum489,Children,1859,1397
9,18,BookNum490,Historical,1889,989
4,8,BookNum491,Historical,1980,23
10,4,BookNum492,Fiction,1803,497
14,5,BookNum493,Western,1884,1608
28,12,BookNum494,Thriller,1877,198
40,18,BookNum495,Thriller,1876,1538
21,9,BookNum496,Historical,1906,777
48,14,BookNum497,Children,1884,199
35,15,BookNum498,Horror,1962,532
10,13,BookNum499,Children,1843,582
50,14,BookNum500,Thriller,1802,673
38,15,BookNum501,Fiction,1866,210
3,4,BookNum502,Thriller,1979,1768
30,16,BookNum503,Horror,1874,1503
20,13,BookNum504,Children,1956,1562
41,17,BookNum505,Thriller,1945,396
8,5,BookNum506,Fiction,2000,1799
44,7,BookNum507,Children,1871,1143
14,8,BookNum508,Historical,1867,1816
11,20,BookNum509,Horror,1983,1402
13,2,BookNum510,Children,1904,1902
4,1,BookNum511,Mystery,1893,130
26,3,BookNum512,Thriller,1913,1098
11,8,BookNum513,Thriller,1840,109
47,10,BookNum514,Fiction,1995,1374
19,7,BookNum515,Horror,1888,1806
50,17,BookNum516,Children,1827,1257
41,2,BookNum517,Historical,1843,577
20,18,BookNum518,Historical,1965,1433
9,13,BookNum519,Fiction,2021,186
15,19,BookNum520,Historical,1950,1458
31,20,BookNum521,Mystery,1810,907
5,17,BookNum522,Horror,1801,466
19,6,BookNum523,Horror,1972,1467
10,19,BookNum524,Historical,2007,1784
22,6,BookNum525,Historical,2007,280
29,15,BookNum526,Horror,2020,865
25,1,BookNum527,Children,2018,1301
1,8,BookNum528,Comic,1879,1356
49,13,BookNum529,Horror,1997,324
3,14,BookNum530,Western,1849,314
6,12,BookNum531,Thriller,1966,576
7,13,BookNum532,Historical,1947,849
24,3,BookNum533,Fiction,1914,1843
18,14,BookNum534,Fiction,1862,1255
41,6,BookNum535,Fiction,1838,1263
17,12,BookNum536,Mystery,1824,1511
50,6,BookNum537,Historical,1971,1362
2,7,BookNum538,Thriller,1869,1142
30,12,BookNum539,Mystery,1863,888
43,5,BookNum540,Historical,1815,1419
27,20,BookNum541,Horror,1825,41
24,20,BookNum542,Mystery,1978,962
46,20,BookNum543,Historical,2007,1958
5,10,BookNum544,Historical,1915,1162
35,9,BookNum545,Western,1859,1870
10,7,BookNum546,Children,1827,1217
11,4,BookNum547,Historical,1834,1727
16,16,BookNum548,Fiction,1952,373
18,17,BookNum549,Mystery,1920,992
36,3,BookNum550,Mystery,1955,1169
28,8,BookNum551,Thriller,1871,1708
12,15,BookNum552,Comic,1909,185
16,11,BookNum553,Children,1889,218
1,11,BookNum554,Children,1938,481
30,10,BookNum555,Children,1953,1199
12,8,BookNum556,Historical,1977,929
3,2,BookNum557,Thriller,1930,413
24,16,BookNum558,Historical,1873,219
22,20,BookNum559,Horror,1973,783
30,11,BookNum560,Thriller,1879,489
38,15,BookNum561,Fiction,1915,1512
34,13,BookNum562,Children,1801,960
4,12,BookNum563,Comic,1981,136
22,18,BookNum564,Children,1828,1090
22,9,BookNum565,Comic,1909,1781
41,3,BookNum566,Comic,1821,394
7,14,BookNum567,Western,1849,1528
38,3,BookNum568,Horror,1874,1650
16,11,BookNum569,Historical,1886,86
30,14,BookNum570,Historical,1842,1829
33,7,BookNum571,Fiction,1959,782
49,2,BookNum572,Children,1932,716
20,18,BookNum573,Thriller,1856,429
41,6,BookNum574,Western,1913,657
43,16,BookNum575,Fiction,1982,828
8,16,BookNum576,Historical,1944,110
3,4,BookNum577,Children,1821,1421
18,19,BookNum578,Fiction,1999,1268
44,11,BookNum579,Children,1976,555
12,4,BookNum580,Historical,1839,48
6,17,BookNum581,Thriller,1855,347
17,2,BookNum582,Fiction,1801,1708
48,3,BookNum583,Thriller,1872,1826
4,16,BookNum584,Fiction,1924,1207
19,3,BookNum585,Mystery,1876,1859
32,18,BookNum586,Thriller,1811,1572
27,17,BookNum587,Thriller,1912,832
24,7,BookNum588,Western,1842,1507
10,11,BookNum589,Western,1839,272
2,11,BookNum590,Thriller,1827,1432
20,4,BookNum591,Comic,1849,1997
13,15,BookNum592,Historical,1956,329
10,8,BookNum593,Children,1934,1105
27,7,BookNum594,Historical,1824,1810
44,18,BookNum595,Western,1876,292
20,18,BookNum596,Horror,1830,34
41,4,BookNum597,Children,1805,690
14,16,BookNum598,Comic,1834,1480
9,12,BookNum599,Horror,1867,851
14,7,BookNum600,Horror,1964,611
30,15,BookNum601,Western,1919,782
23,13,BookNum602,Fiction,1980,1600
9,10,BookNum603,Historical,1832,1449
30,18,BookNum604,Comic,1836,1799
14,17,BookNum605,Mystery,1883,1215
36,16,BookNum606,Comic,1853,1877
21,3,BookNum607,Comic,1826,145
14,1,BookNum608,Western,1831,1044
32,13,BookNum609,Mystery,1839,967
1,6,BookNum610,Comic,1898,702
44,14,BookNum611,Fiction,1902,327
31,14,BookNum612,Comic,1867,1027
19,7,BookNum613,Thriller,1853,58
42,6,BookNum614,Thriller,1811,1162
37,17,BookNum615,Historical,1844,800
45,7,BookNum616,Horror,1928,1429
32,1,BookNum617,Children,1966,957
25,13,BookNum618,Comic,1983,990
5,10,BookNum619,Historical,1985,974
36,17,BookNum620,Thriller,1811,212
15,6,BookNum621,Mystery,1965,260
30,12,BookNum622,Fiction,1807,1559
44,12,BookNum623,Fiction,1893,1445
44,7,BookNum624,Mystery,1976,190
2,20,BookNum625,Horror,1849,1685
44,9,BookNum626,Children,1972,659
4,3,BookNum627,Horror,1876,258
31,18,BookNum628,Mystery,1975,358
25,4,BookNum629,Children,1974,1179
25,16,BookNum630,Comic,1832,1752
10,13,BookNum631,Western,1918,1249
25,8,BookNum632,Mystery,2014,1498
2,14,BookNum633,Thriller,1918,350
13,18,BookNum634,Horror,1838,573
45,12,BookNum635,Western,1894,924
8,14,BookNum636,Thriller,1844,271
50,8,BookNum637,Comic,1907,946
39,6,BookNum638,Thriller,1927,1537
6,8,BookNum639,Thriller,1953,1833
36,7,BookNum640,Thriller,1909,933
12,19,BookNum641,Mystery,1922,1024
40,4,BookNum642,Children,1864,93
17,6,BookNum643,Fiction,1851,979
10,10,BookNum644,Comic,1853,356
41,5,BookNum645,Western,1864,1423
3,5,BookNum646,Historical,1884,892
8,3,BookNum647,Western,1830,544
31,8,BookNum648,Western,1870,422
15,7,BookNum649,Horror,1951,1902
15,12,BookNum650,Historical,1937,568
1,8,BookNum651,Fiction,1837,1735
25,8,BookNum652,Horror,1835,558
13,9,BookNum653,Mystery,1896,1804
44,12,BookNum654,Mystery,1833,1417
50,5,BookNum655,Children,1984,244
11,10,BookNum656,Historical,1931,1875
24,15,BookNum657,Horror,1966,1561
13,18,BookNum658,Thriller,2010,192
27,10,BookNum659,Thriller,1917,502
38,8,BookNum660,Mystery,1937,1646
32,10,BookNum661,Comic,1999,978
32,20,BookNum662,Historical,2004,1883
9,7,BookNum663,Horror,1910,1941
9,7,BookNum664,Thriller,1993,903
37,15,BookNum665,Thriller,1859,1556
34,7,BookNum666,Western,1998,1999
30,10,BookNum667,Mystery,1860,240
20,3,BookNum668,Children,2011,641
14,20,BookNum669,Thriller,1862,769
14,9,BookNum670,Mystery,1980,264
26,13,BookNum671,Western,1907,560
7,13,BookNum672,Horror,1944,1125
13,16,BookNum673,Historical,1999,1553
19,14,BookNum674,Thriller,1957,856
32,8,BookNum675,Children,1997,1939
9,9,BookNum676,Western,1886,1274
11,12,BookNum677,Children,1928,963
24,6,BookNum678,Thriller,1807,440
2,8,BookNum679,Fiction,1965,42
36,16,BookNum680,Children,1853,1675
15,16,BookNum681,Horror,2003,414
5,8,BookNum682,Western,1917,1679
49,8,BookNum683,Historical,1821,866
4,9,BookNum684,Comic,1972,646
20,17,BookNum685,Historical,1850,751
38,19,BookNum686,Mystery,1978,1023
37,3,BookNum687,Horror,1934,980
21,2,BookNum688,Thriller,1857,739
47,19,BookNum689,Historical,1939,103
26,2,BookNum690,Horror,1820,548
3,10,BookNum691,Western,1956,1747
6,17,BookNum692,Thriller,1976,293
10,17,BookNum693,Children,1944,612
8,6,BookNum694,Historical,1823,172
50,2,BookNum695,Children,1819,852
42,12,BookNum696,Historical,1981,618
10,18,BookNum697,Horror,1992,1206
10,16,BookNum698,Thriller,1834,1861
23,17,BookNum699,Children,1802,1293
25,6,BookNum700,Children,1948,587
11,8,BookNum701,Thriller,1827,959
40,14,BookNum702,Comic,1814,638
35,18,BookNum703,Children,1980,1189
41,7,BookNum704,Children,1882,1376
49,12,BookNum705,Horror,1926,304
44,12,BookNum706,Western,1838,674
6,3,BookNum707,Mystery,1921,1045
13,2,BookNum708,Comic,1921,1253
44,4,BookNum709,Fiction,1893,1683
28,3,BookNum710,Children,1939,547
