CustomerID,OrderDate,total
13364,2022-08-16,2594
11627,2021-10-04,3232
11344,2021-11-29,1854
13216,2021-06-03,6450
16937,2020-10-13,2218
1795,2022-07-29,4256
17161,2020-07-17,1601
19447,2022-12-12,6698
11681,2022-07-18,12749
6651,2020-08-02,7388
1093,2020-10-19,5333
12828,2021-05-14,326
7551,2020-02-15,4917
9116,2021-06-25,5062
10402,2020-08-04,4691
2810,2021-08-26,7154
1253,2022-11-10,3731
13107,2021-01-03,2760
16459,2021-04-20,2289
10613,2021-11-28,1938
8772,2020-06-15,1775
9460,2020-08-30,4707
4513,2022-10-06,5468
19193,2021-12-06,3777
15480,2020-11-10,3993
19058,2022-07-28,3685
10203,2021-10-09,7711
14454,2021-05-28,5430
13651,2021-08-20,1829
2432,2020-01-07,1628
15745,2021-04-06,6734
13366,2022-08-19,1477
4262,2020-08-03,4839
8669,2022-05-20,6046
18418,2022-09-16,3322
16848,2022-08-11,2889
15740,2022-08-18,6278
2826,2022-04-18,4749
14388,2020-02-01,5905
4554,2020-03-03,1664
12225,2021-11-20,3305
16330,2022-12-17,3357
2501,2020-07-01,9300
5611,2021-07-24,4217
14727,2020-08-21,4184
11937,2020-11-07,1690
1308,2022-01-02,6008
865,2022-10-03,1272
8309,2022-04-30,1453
14614,2020-05-11,1172
16197,2022-03-20,4519
13396,2020-03-26,1913
5731,2020-06-15,2352
4013,2021-05-23,4832
242,2022-06-19,3527
9897,2020-03-31,4936
3071,2020-08-27,4100
10981,2022-03-28,1844
18704,2021-02-17,2634
11434,2020-06-17,1946
3020,2020-07-11,5843
13481,2021-07-14,3079
19326,2021-06-14,1268
1501,2021-12-03,5306
2176,2020-10-08,4691
8200,2020-08-14,4150
6639,2020-09-20,5215
16472,2022-02-26,2972
11176,2022-02-26,4874
7820,2021-05-15,1774
7489,2021-08-21,3709
17057,2021-12-15,4922
11319,2021-09-30,2928
12398,2022-04-02,6658
10671,2020-04-23,6710
19828,2021-03-20,4221
17984,2022-12-28,1845
12854,2020-09-15,5536
12968,2020-11-09,1914
15374,2021-12-02,3402
552,2021-08-22,8676
227,2020-07-29,7229
3551,2022-07-28,1412
4657,2021-11-10,2504
62,2021-05-17,4639
9328,2020-10-20,2990
13945,2021-04-17,2456
1770,2022-09-06,4625
4961,2020-08-03,4991
3795,2022-12-19,1725
4070,2020-05-12,6243
8948,2022-08-15,4809
10286,2022-10-22,3346
17421,2022-03-03,2235
19501,2022-09-18,4161
2793,2021-07-27,3827
7587,2021-07-10,4676
14145,2022-01-14,3017
18617,2021-09-09,1589
9896,2022-04-22,2851
19546,2021-03-25,3536
17334,2020-07-22,6509
17978,2022-09-08,2447
2466,2020-02-17,1815
11468,2022-09-02,4059
11034,2021-06-28,3836
17105,2021-07-01,7019
2545,2022-06-07,3657
2019,2020-12-26,5817
15207,2021-10-12,1605
3957,2021-11-04,5075
688,2022-07-17,2497
7947,2020-12-01,1677
15238,2021-05-31,4530
8745,2022-07-21,815
1732,2021-07-07,1864
9619,2021-04-20,5978
19059,2021-01-20,4272
19735,2020-12-31,7450
7275,2022-10-13,1492
19424,2020-09-15,2802
12435,2020-07-23,1342
8260,2020-02-14,3452
14496,2021-04-11,1782
2483,2020-09-08,3092
896,2022-07-23,3798
12034,2022-10-04,5189
6861,2020-10-20,1656
16703,2021-12-11,4737
17112,2021-04-27,2536
7283,2022-04-30,3340
2670,2020-12-25,4137
10561,2021-01-10,2351
2381,2020-01-16,4693
10343,2020-06-13,3712
17690,2021-07-22,9044
11294,2021-02-12,2146
9530,2020-07-23,3211
11899,2022-01-14,4058
14059,2022-12-10,7839
7332,2022-07-30,5172
8631,2020-01-13,2481
16167,2022-01-20,3816
7593,2020-06-29,1136
4940,2022-05-20,3218
3874,2020-10-19,3663
8055,2022-08-22,3478
4432,2022-03-04,3988
17826,2022-02-28,2452
16313,2022-10-19,4793
6477,2021-04-29,3981
16390,2022-11-21,4221
15073,2021-07-12,214
1257,2020-09-25,3605
15945,2022-10-01,1644
4629,2020-03-04,3026
19126,2022-01-07,4827
19984,2022-10-01,8554
5093,2022-10-16,2185
19111,2020-08-17,3328
5504,2020-11-09,7104
3113,2022-06-12,1200
19737,2020-03-25,5799
8722,2020-11-18,5606
8728,2022-11-05,5236
18950,2021-10-04,3270
14061,2022-02-16,2691
17403,2020-12-03,5871
1469,2022-12-22,6121
10665,2022-12-15,10301
2951,2021-09-09,3566
16020,2020-08-08,1941
8840,2022-06-26,4462
6004,2021-09-18,4557
1651,2022-09-16,3062
18034,2021-08-25,4096
3495,2021-04-02,5758
179,2022-12-26,9215
8167,2022-05-27,3401
3858,2022-05-15,5699
17515,2021-09-16,3498
959,2021-07-12,3817
9871,2022-08-14,6571
8888,2020-11-10,7706
2887,2020-07-07,6188
18789,2020-09-02,1343
3730,2020-06-28,2383
10948,2020-04-27,4569
7836,2020-12-01,5264
16345,2022-07-10,4189
3000,2020-09-18,3533
13156,2021-05-13,6170
7845,2020-01-08,4477
1002,2020-12-15,5473
6171,2021-06-22,3460
19643,2021-11-24,4553
9173,2021-12-20,8120
2406,2021-09-11,4119
11919,2021-01-29,6061
17273,2021-07-24,3293
10555,2021-10-18,1630
11100,2020-02-27,4800
3765,2020-11-14,1927
589,2022-05-14,4918
12367,2022-05-18,2630
11167,2021-08-22,3396
8638,2020-08-30,5458
2442,2020-04-24,4039
7076,2020-02-25,3510
5769,2022-10-12,3062
17763,2021-04-04,7177
1023,2022-03-20,5222
18210,2021-12-16,6147
6328,2022-05-24,3638
3090,2022-05-22,6086
628,2020-09-16,6549
14374,2021-07-28,4698
4509,2021-02-02,4110
18605,2022-11-07,3080
8802,2020-08-11,6684
835,2021-01-31,2096
14030,2021-12-04,1281
8235,2020-01-17,3583
19642,2021-08-09,4914
4407,2021-09-07,6127
5596,2021-08-13,5236
997,2022-05-29,2196
18653,2021-10-20,6147
11711,2022-09-15,963
19557,2022-03-08,5188
6281,2021-06-19,4837
17236,2020-10-07,6912
3691,2020-02-04,7347
14424,2022-07-05,2905
16166,2020-05-01,664
5273,2021-06-07,2059
14306,2020-06-13,4960
10286,2022-01-27,5663
4264,2020-10-09,4271
7444,2020-11-21,2441
13646,2020-08-27,2697
12817,2020-12-17,3289
8780,2020-09-30,2454
1607,2022-12-12,4590
6667,2022-10-24,1150
818,2020-09-22,4428
15621,2020-09-03,3510
7353,2020-10-27,1834
5536,2021-09-19,3369
10884,2022-12-18,3401
10793,2021-01-14,1716
9143,2021-03-21,2537
4252,2022-07-07,3801
12339,2021-05-12,4021
16041,2021-12-07,3963
6955,2022-05-14,4962
8056,2021-09-11,3431
8382,2021-01-15,2897
6957,2021-03-13,6235
6879,2022-12-26,4071
2436,2022-04-18,4402
15977,2022-12-21,2585
17070,2021-08-26,5195
2121,2020-01-23,2172
17615,2021-09-07,4287
2854,2021-12-25,3453
6923,2020-04-11,6189
13094,2021-07-18,3119
11751,2020-02-27,1712
1524,2021-12-24,5079
5804,2022-08-18,3566
13094,2021-09-10,2433
19907,2020-12-05,3377
7578,2022-05-06,4544
7957,2020-02-23,3310
11979,2020-12-11,1866
165,2020-12-12,2244
2542,2022-03-28,1226
14309,2020-08-11,4897
15370,2022-07-05,3882
15725,2021-01-28,3716
3278,2020-05-27,3968
4145,2022-05-08,5621
2335,2022-05-24,1631
2487,2020-04-15,3311
9760,2020-01-09,6830
4435,2022-02-14,2776
13884,2021-03-20,8183
58,2020-04-10,641
17440,2020-10-30,4502
6520,2022-10-19,4343
13691,2020-02-28,918
16084,2020-02-20,5043
444,2022-08-04,3297
8355,2021-07-11,3406
10711,2021-01-02,2104
5927,2020-09-20,6803
7116,2020-12-02,1702
11391,2021-07-22,5985
4998,2021-08-07,1166
4191,2022-08-16,3904
10378,2021-11-29,2591
536,2022-07-06,422
5522,2020-02-02,1147
8902,2022-11-04,3499
5817,2021-01-09,3311
15894,2022-08-04,1829
2906,2020-11-21,8037
3258,2022-07-07,2717
18420,2020-05-30,4038
4921,2022-04-11,3064
13579,2022-10-23,3562
3629,2021-07-30,4693
16076,2022-11-07,1934
15457,2021-03-17,3885
10598,2021-12-03,4352
19557,2020-12-01,5259
11229,2022-07-20,8102
7067,2021-02-19,4644
3702,2021-04-28,2972
12725,2021-12-27,3699
365,2020-05-08,6894
16068,2020-10-13,5106
14124,2021-05-27,4118
4697,2020-02-04,1728
16867,2021-05-27,5605
18396,2020-10-11,4819
1919,2021-08-07,1603
12794,2020-05-24,1743
5130,2021-04-02,502
12637,2020-05-07,3715
4943,2021-07-09,3310
13533,2021-06-23,4732
1854,2022-08-31,8890
10378,2020-01-23,2543
2282,2022-03-17,1895
8575,2021-02-19,2506
17451,2022-02-16,3637
955,2022-07-20,588
14586,2022-08-12,2837
19916,2021-06-06,6805
6887,2021-02-02,2558
9801,2022-10-18,4235
836,2021-11-05,2865
7884,2020-11-04,2157
13850,2020-05-02,3495
11622,2020-05-10,919
16895,2020-07-24,3389
14878,2021-06-09,1906
2360,2020-10-22,4913
8654,2020-07-26,2380
14588,2020-03-28,5429
8792,2021-07-14,1991
355,2021-12-02,1556
3189,2021-08-03,3254
8065,2020-11-09,3308
19298,2021-10-04,4791
17009,2022-03-06,4387
13283,2021-12-14,3680
8923,2021-03-21,8156
14543,2022-07-24,5231
16755,2020-12-09,104
16598,2020-03-27,1961
10226,2022-10-21,6411
3091,2020-04-10,6959
4422,2022-09-19,2759
16510,2021-12-24,1075
4991,2020-09-21,5898
15947,2020-07-25,4654
7504,2022-01-09,3459
2402,2022-09-27,2182
4894,2020-11-14,3968
8448,2022-06-18,7388
12186,2022-07-03,1794
3972,2022-02-20,6708
16015,2020-09-15,3957
18,2022-02-05,8418
8440,2022-09-02,4837
17477,2022-03-07,2444
13003,2022-10-02,5231
4649,2021-10-18,3160
13945,2020-12-15,5517
17994,2020-05-11,2680
19518,2020-02-12,3513
8122,2022-07-31,7249
18035,2022-09-24,6011
17171,2021-04-19,3888
5861,2021-12-29,1709
4984,2020-04-02,6308
529,2022-06-05,2181
1772,2020-06-13,10825
16359,2020-06-27,854
16036,2022-03-20,5060
4395,2021-08-12,1723
10578,2021-03-31,4111
4400,2021-11-28,598
17305,2021-07-02,4683
488,2021-11-04,2441
11409,2022-12-05,5928
2292,2020-06-02,3824
6522,2021-04-12,2423
16264,2021-10-11,4446
1461,2020-10-29,4804
10739,2022-02-18,4720
8984,2022-12-05,2780
16336,2020-09-27,881
12550,2020-05-22,1413
13671,2022-04-28,5071
15221,2020-01-25,3076
16136,2022-11-27,4323
3134,2020-09-26,2409
3389,2022-08-03,4539
6017,2021-07-16,7448
13582,2022-08-16,5465
11304,2020-02-17,4081
6026,2021-01-26,1779
9501,2021-01-08,1188
6148,2020-01-18,3863
1543,2020-10-16,5564
10173,2020-11-03,2076
15688,2022-11-24,3228
13414,2021-03-15,6209
519,2021-01-02,3998
8618,2020-04-11,5820
17126,2020-01-29,5273
3933,2021-06-27,2265
9821,2020-12-20,1192
13811,2021-08-04,2466
